ID,Platte,Library,Barcode,BGI_Sample,ID...6,Location,organ,age,sex,sample_id,Sample_loc,Name
MAT_2-f-9,P2,VW3,4,MAT_02,MAT_2-f-9,D1,MAT,9,f,MAT_2-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_02/V350028404_L03_4_1.fq.gz,MAT_2-f-9
Marrow_24-f-6,P2,VW4,13,Marrow_24,Marrow_24-f-6,E3,Marrow,6,f,Marrow_24-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_24/V350028404_L04_13_1.fq.gz,Marrow_24-f-6
Liver_43-m-12,P2,VW4,14,Liver_43,Liver_43-m-12,F3,Liver,12,m,Liver_43-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_43/V350028404_L04_14_1.fq.gz,Liver_43-m-12
Kidney_29-m-21,P2,VW4,15,Kidney_29,Kidney_29-m-21,G3,Kidney,21,m,Kidney_29-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_29/V350028404_L04_15_1.fq.gz,Kidney_29-m-21
Kidney_44-m-1,P2,VW4,25,Kidney_44,Kidney_44-m-1,A4,Kidney,1,m,Kidney_44-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_44/V350028404_L04_25_1.fq.gz,Kidney_44-m-1
Brain_8-f-12,P2,VW4,26,Brain_08,Brain_8-f-12,B4,Brain,12,f,Brain_8-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_08/V350028404_L04_26_1.fq.gz,Brain_8-f-12
Heart_16-m-3,P2,VW4,27,Heart_16,Heart_16-m-3,C4,Heart,3,m,Heart_16-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_16/V350028404_L04_27_1.fq.gz,Heart_16-m-3
Marrow_49-m-1,P2,VW4,28,Marrow_49,Marrow_49-m-1,D4,Marrow,1,m,Marrow_49-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_49/V350028404_L04_28_1.fq.gz,Marrow_49-m-1
MAT_55-m-6,P2,VW4,2,MAT_55,MAT_55-m-6,B3,MAT,6,m,MAT_55-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_55/V350028404_L04_2_1.fq.gz,MAT_55-m-6
Heart_41-m-27,P2,VW4,30,Heart_41,Heart_41-m-27,F4,Heart,27,m,Heart_41-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_41/V350028404_L04_30_1.fq.gz,Heart_41-m-27
Marrow_6-m-12,P2,VW4,31,Marrow_06,Marrow_6-m-12,G4,Marrow,12,m,Marrow_6-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_06/V350028404_L04_31_1.fq.gz,Marrow_6-m-12
SCAT_50-m-21,P2,VW4,3,SCAT_50,SCAT_50-m-21,C3,SCAT,21,m,SCAT_50-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_50/V350028404_L04_3_1.fq.gz,SCAT_50-m-21
GAT_22-m-24,P2,VW4,4,GAT_22,GAT_22-m-24,D3,GAT,24,m,GAT_22-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_22/V350028404_L04_4_1.fq.gz,GAT_22-m-24
Limb_Muscle_19-m-12,P9,VW39,13,Limb_Muscle_19,Limb_Muscle_19-m-12,E11,Limb_Muscle,12,m,Limb_Muscle_19-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_19/V350028405_L01_13_1.fq.gz,Limb_Muscle_19-m-12
Liver_7-m-24,P9,VW39,14,Liver_07,Liver_7-m-24,F11,Liver,24,m,Liver_7-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_07/V350028405_L01_14_1.fq.gz,Liver_7-m-24
Lung_26-m-27,P9,VW39,15,Lung_26,Lung_26-m-27,G11,Lung,27,m,Lung_26-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_26/V350028405_L01_15_1.fq.gz,Lung_26-m-27
Marrow_13-f-9,P9,VW39,16,Marrow_13,Marrow_13-f-9,H11,Marrow,9,f,Marrow_13-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_13/V350028405_L01_16_1.fq.gz,Marrow_13-f-9
Kidney_13-m-21,P9,VW39,25,Kidney_13,Kidney_13-m-21,A12,Kidney,21,m,Kidney_13-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_13/V350028405_L01_25_1.fq.gz,Kidney_13-m-21
Heart_31-m-9,P9,VW39,26,Heart_31,Heart_31-m-9,B12,Heart,9,m,Heart_31-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_31/V350028405_L01_26_1.fq.gz,Heart_31-m-9
MAT_34-m-24,P9,VW39,27,MAT_34,MAT_34-m-24,C12,MAT,24,m,MAT_34-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_34/V350028405_L01_27_1.fq.gz,MAT_34-m-24
Pancreas_24-m-18,P9,VW39,28,Pancreas_24,Pancreas_24-m-18,D12,Pancreas,18,m,Pancreas_24-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_24/V350028405_L01_28_1.fq.gz,Pancreas_24-m-18
SCAT_40-m-9,P9,VW39,29,SCAT_40,SCAT_40-m-9,E12,SCAT,9,m,SCAT_40-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_40/V350028405_L01_29_1.fq.gz,SCAT_40-m-9
Bone_25-f-18,P9,VW39,2,Bone_25,Bone_25-f-18,B11,Bone,18,f,Bone_25-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_25/V350028405_L01_2_1.fq.gz,Bone_25-f-18
Skin_21-m-6,P9,VW39,30,Skin_21,Skin_21-m-6,F12,Skin,6,m,Skin_21-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_21/V350028405_L01_30_1.fq.gz,Skin_21-m-6
Small_Intestine_18-m-24,P9,VW39,31,Small_Intestine_18,Small_Intestine_18-m-24,G12,Small_Intestine,24,m,Small_Intestine_18-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_18/V350028405_L01_31_1.fq.gz,Small_Intestine_18-m-24
Spleen_13-f-15,P9,VW39,32,Spleen_13,Spleen_13-f-15,H12,Spleen,15,f,Spleen_13-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_13/V350028405_L01_32_1.fq.gz,Spleen_13-f-15
GAT_30-f-9,P9,VW39,4,GAT_30,GAT_30-f-9,D11,GAT,9,f,GAT_30-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_30/V350028405_L01_4_1.fq.gz,GAT_30-f-9
Limb_Muscle_21-f-1,P10,VW40,13,Limb_Muscle_21,Limb_Muscle_21-f-1,E1,Limb_Muscle,1,f,Limb_Muscle_21-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_21/V350028405_L02_13_1.fq.gz,Limb_Muscle_21-f-1
Lung_27-m-3,P10,VW40,14,Lung_27,Lung_27-m-3,F1,Lung,3,m,Lung_27-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_27/V350028405_L02_14_1.fq.gz,Lung_27-m-3
Liver_35-m-3,P10,VW40,15,Liver_35,Liver_35-m-3,G1,Liver,3,m,Liver_35-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_35/V350028405_L02_15_1.fq.gz,Liver_35-m-3
Kidney_30-m-18,P10,VW40,16,Kidney_30,Kidney_30-m-18,H1,Kidney,18,m,Kidney_30-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_30/V350028405_L02_16_1.fq.gz,Kidney_30-m-18
BAT_50-f-3,P10,VW40,1,BAT_50,BAT_50-f-3,A1,BAT,3,f,BAT_50-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_50/V350028405_L02_1_1.fq.gz,BAT_50-f-3
Marrow_25-m-18,P10,VW40,25,Marrow_25,Marrow_25-m-18,A2,Marrow,18,m,Marrow_25-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_25/V350028405_L02_25_1.fq.gz,Marrow_25-m-18
MAT_35-m-1,P10,VW40,26,MAT_35,MAT_35-m-1,B2,MAT,1,m,MAT_35-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_35/V350028405_L02_26_1.fq.gz,MAT_35-m-1
Pancreas_36-m-12,P10,VW40,27,Pancreas_36,Pancreas_36-m-12,C2,Pancreas,12,m,Pancreas_36-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_36/V350028405_L02_27_1.fq.gz,Pancreas_36-m-12
SCAT_46-m-15,P10,VW40,28,SCAT_46,SCAT_46-m-15,D2,SCAT,15,m,SCAT_46-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_46/V350028405_L02_28_1.fq.gz,SCAT_46-m-15
Spleen_17-m-3,P10,VW40,29,Spleen_17,Spleen_17-m-3,E2,Spleen,3,m,Spleen_17-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_17/V350028405_L02_29_1.fq.gz,Spleen_17-m-3
Limb_Muscle_33-m-15,P10,VW40,30,Limb_Muscle_33,Limb_Muscle_33-m-15,F2,Limb_Muscle,15,m,Limb_Muscle_33-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_33/V350028405_L02_30_1.fq.gz,Limb_Muscle_33-m-15
Small_Intestine_36-f-9,P10,VW40,31,Small_Intestine_36,Small_Intestine_36-f-9,G2,Small_Intestine,9,f,Small_Intestine_36-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_36/V350028405_L02_31_1.fq.gz,Small_Intestine_36-f-9
Skin_28-m-27,P10,VW40,32,Skin_28,Skin_28-m-27,H2,Skin,27,m,Skin_28-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_28/V350028405_L02_32_1.fq.gz,Skin_28-m-27
Brain_32-f-15,P10,VW40,3,Brain_32,Brain_32-f-15,C1,Brain,15,f,Brain_32-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_32/V350028405_L02_3_1.fq.gz,Brain_32-f-15
Heart_42-m-1,P10,VW40,4,Heart_42,Heart_42-m-1,D1,Heart,1,m,Heart_42-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_42/V350028405_L02_4_1.fq.gz,Heart_42-m-1
Limb_Muscle_22-f-15,P10,VW41,13,Limb_Muscle_22,Limb_Muscle_22-f-15,E3,Limb_Muscle,15,f,Limb_Muscle_22-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_22/V350028405_L03_13_1.fq.gz,Limb_Muscle_22-f-15
Marrow_23-m-1,P10,VW41,14,Marrow_23,Marrow_23-m-1,F3,Marrow,1,m,Marrow_23-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_23/V350028405_L03_14_1.fq.gz,Marrow_23-m-1
MAT_37-m-24,P10,VW41,15,MAT_37,MAT_37-m-24,G3,MAT,24,m,MAT_37-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_37/V350028405_L03_15_1.fq.gz,MAT_37-m-24
Lung_28-m-6,P10,VW41,16,Lung_28,Lung_28-m-6,H3,Lung,6,m,Lung_28-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_28/V350028405_L03_16_1.fq.gz,Lung_28-m-6
Brain_31-f-6,P10,VW41,1,Brain_31,Brain_31-f-6,A3,Brain,6,f,Brain_31-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_31/V350028405_L03_1_1.fq.gz,Brain_31-f-6
Liver_34-m-21,P10,VW41,25,Liver_34,Liver_34-m-21,A4,Liver,21,m,Liver_34-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_34/V350028405_L03_25_1.fq.gz,Liver_34-m-21
SCAT_45-m-21,P10,VW41,26,SCAT_45,SCAT_45-m-21,B4,SCAT,21,m,SCAT_45-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_45/V350028405_L03_26_1.fq.gz,SCAT_45-m-21
Small_Intestine_35-f-15,P10,VW41,27,Small_Intestine_34,Small_Intestine_35-f-15,C4,Small_Intestine,3,m,Small_Intestine_35-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_34/V350028405_L03_27_1.fq.gz,Small_Intestine_35-f-15
Spleen_18-m-1,P10,VW41,28,Spleen_18,Spleen_18-m-1,D4,Spleen,1,m,Spleen_18-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_18/V350028405_L03_28_1.fq.gz,Spleen_18-m-1
Liver_47-f-18,P10,VW41,29,Liver_47,Liver_47-f-18,E4,Liver,18,f,Liver_47-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_47/V350028405_L03_29_1.fq.gz,Liver_47-f-18
Liver_37-m-1,P10,VW41,30,Liver_37,Liver_37-m-1,F4,Liver,1,m,Liver_37-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_37/V350028405_L03_30_1.fq.gz,Liver_37-m-1
Skin_30-m-12,P10,VW41,31,Skin_30,Skin_30-m-12,G4,Skin,12,m,Skin_30-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_30/V350028405_L03_31_1.fq.gz,Skin_30-m-12
Pancreas_34-m-24,P10,VW41,32,Pancreas_34,Pancreas_34-m-24,H4,Pancreas,24,m,Pancreas_34-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_34/V350028405_L03_32_1.fq.gz,Pancreas_34-m-24
MAT_38-m-21,P10,VW41,3,MAT_38,MAT_38-m-21,C3,MAT,21,m,MAT_38-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_38/V350028405_L03_3_1.fq.gz,MAT_38-m-21
Kidney_28-m-1,P10,VW41,4,Kidney_28,Kidney_28-m-1,D3,Kidney,1,m,Kidney_28-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_28/V350028405_L03_4_1.fq.gz,Kidney_28-m-1
Lung_29-m-3,P10,VW42,13,Lung_29,Lung_29-m-3,E5,Lung,3,m,Lung_29-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_29/V350028405_L04_13_1.fq.gz,Lung_29-m-3
SCAT_44-m-15,P10,VW42,14,SCAT_44,SCAT_44-m-15,F5,SCAT,15,m,SCAT_44-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_44/V350028405_L04_14_1.fq.gz,SCAT_44-m-15
Small_Intestine_34-m-3,P10,VW42,15,Small_Intestine_33,Small_Intestine_34-m-3,G5,Small_Intestine,24,m,Small_Intestine_34-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_33/V350028405_L04_15_1.fq.gz,Small_Intestine_34-m-3
Spleen_19-m-24,P10,VW42,16,Spleen_19,Spleen_19-m-24,H5,Spleen,24,m,Spleen_19-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_19/V350028405_L04_16_1.fq.gz,Spleen_19-m-24
Limb_Muscle_23-m-24,P10,VW42,1,Limb_Muscle_23,Limb_Muscle_23-m-24,A5,Limb_Muscle,24,m,Limb_Muscle_23-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_23/V350028405_L04_1_1.fq.gz,Limb_Muscle_23-m-24
Lung_46-m-12,P10,VW42,25,Lung_46,Lung_46-m-12,A6,Lung,12,m,Lung_46-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_46/V350028405_L04_25_1.fq.gz,Lung_46-m-12
BAT_54-f-3,P10,VW42,26,BAT_54,BAT_54-f-3,B6,BAT,3,f,BAT_54-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_54/V350028405_L04_26_1.fq.gz,BAT_54-f-3
Liver_33-f-15,P10,VW42,29,Liver_33,Liver_33-f-15,E6,Liver,15,f,Liver_33-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_33/V350028405_L04_29_1.fq.gz,Liver_33-f-15
Heart_34-m-9,P10,VW42,30,Heart_34,Heart_34-m-9,F6,Heart,9,m,Heart_34-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_34/V350028405_L04_30_1.fq.gz,Heart_34-m-9
Kidney_31-m-6,P10,VW42,31,Kidney_31,Kidney_31-m-6,G6,Kidney,6,m,Kidney_31-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_31/V350028405_L04_31_1.fq.gz,Kidney_31-m-6
Marrow_22-f-12,P10,VW42,32,Marrow_22,Marrow_22-f-12,H6,Marrow,12,f,Marrow_22-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_22/V350028405_L04_32_1.fq.gz,Marrow_22-f-12
Brain_30-m-21,P10,VW42,3,Brain_30,Brain_30-m-21,C5,Brain,21,m,Brain_30-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_30/V350028405_L04_3_1.fq.gz,Brain_30-m-21
Kidney_27-f-12,P10,VW42,4,Kidney_27,Kidney_27-f-12,D5,Kidney,12,f,Kidney_27-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_27/V350028405_L04_4_1.fq.gz,Kidney_27-f-12
Brain_29-m-27,P10,VW43,13,Brain_29,Brain_29-m-27,E7,Brain,27,m,Brain_29-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_29/V350028439_L01_13_1.fq.gz,Brain_29-m-27
Marrow_44-m-1,P10,VW43,15,Marrow_44,Marrow_44-m-1,G7,Marrow,1,m,Marrow_44-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_44/V350028439_L01_15_1.fq.gz,Marrow_44-m-1
Kidney_25-m-9,P10,VW43,16,Kidney_25,Kidney_25-m-9,H7,Kidney,9,m,Kidney_25-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_25/V350028439_L01_16_1.fq.gz,Kidney_25-m-9
MAT_40-m-24,P10,VW43,1,MAT_40,MAT_40-m-24,A7,MAT,24,m,MAT_40-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_40/V350028439_L01_1_1.fq.gz,MAT_40-m-24
SCAT_42-m-27,P10,VW43,25,SCAT_42,SCAT_42-m-27,A8,SCAT,27,m,SCAT_42-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_42/V350028439_L01_25_1.fq.gz,SCAT_42-m-27
Marrow_21-m-3,P10,VW43,26,Marrow_21,Marrow_21-m-3,B8,Marrow,3,m,Marrow_21-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_21/V350028439_L01_26_1.fq.gz,Marrow_21-m-3
Liver_32-m-21,P10,VW43,27,Liver_32,Liver_32-m-21,C8,Liver,21,m,Liver_32-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_32/V350028439_L01_27_1.fq.gz,Liver_32-m-21
Small_Intestine_32-m-15,P10,VW43,28,Small_Intestine_32,Small_Intestine_32-m-15,D8,Small_Intestine,15,m,Small_Intestine_32-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_32/V350028439_L01_28_1.fq.gz,Small_Intestine_32-m-15
Pancreas_44-m-24,P10,VW43,29,Pancreas_44,Pancreas_44-m-24,E8,Pancreas,24,m,Pancreas_44-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_44/V350028439_L01_29_1.fq.gz,Pancreas_44-m-24
Skin_32-m-6,P10,VW43,2,Skin_32,Skin_32-m-6,B7,Skin,6,m,Skin_32-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_32/V350028439_L01_2_1.fq.gz,Skin_32-m-6
Spleen_20-m-9,P10,VW43,30,Spleen_20,Spleen_20-m-9,F8,Spleen,9,m,Spleen_20-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_20/V350028439_L01_30_1.fq.gz,Spleen_20-m-9
Pancreas_32-m-1,P10,VW43,31,Pancreas_32,Pancreas_32-m-1,G8,Pancreas,1,m,Pancreas_32-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_32/V350028439_L01_31_1.fq.gz,Pancreas_32-m-1
Lung_30-f-15,P10,VW43,32,Lung_30,Lung_30-f-15,H8,Lung,15,f,Lung_30-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_30/V350028439_L01_32_1.fq.gz,Lung_30-f-15
Bone_26-m-6,P10,VW43,3,Bone_26,Bone_26-m-6,C7,Bone,6,m,Bone_26-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_26/V350028439_L01_3_1.fq.gz,Bone_26-m-6
Limb_Muscle_25-m-18,P10,VW43,4,Limb_Muscle_25,Limb_Muscle_25-m-18,D7,Limb_Muscle,18,m,Limb_Muscle_25-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_25/V350028439_L01_4_1.fq.gz,Limb_Muscle_25-m-18
Lung_32-m-1,P10,VW44,13,Lung_32,Lung_32-m-1,E9,Lung,1,m,Lung_32-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_32/V350028439_L02_13_1.fq.gz,Lung_32-m-1
Heart_33-f-3,P10,VW44,15,Heart_33,Heart_33-f-3,G9,Heart,3,f,Heart_33-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_33/V350028439_L02_15_1.fq.gz,Heart_33-f-3
Bone_27-m-21,P10,VW44,16,Bone_27,Bone_27-m-21,H9,Bone,21,m,Bone_27-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_27/V350028439_L02_16_1.fq.gz,Bone_27-m-21
MAT_46-m-21,P10,VW44,1,MAT_46,MAT_46-m-21,A9,MAT,21,m,MAT_46-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_46/V350028439_L02_1_1.fq.gz,MAT_46-m-21
Brain_28-f-1,P10,VW44,25,Brain_28,Brain_28-f-1,A10,Brain,1,f,Brain_28-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_28/V350028439_L02_25_1.fq.gz,Brain_28-f-1
Spleen_21-f-21,P10,VW44,26,Spleen_21,Spleen_21-f-21,B10,Spleen,21,f,Spleen_21-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_21/V350028439_L02_26_1.fq.gz,Spleen_21-f-21
Marrow_20-m-24,P10,VW44,27,Marrow_20,Marrow_20-m-24,C10,Marrow,24,m,Marrow_20-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_20/V350028439_L02_27_1.fq.gz,Marrow_20-m-24
Liver_31-f-9,P10,VW44,28,Liver_31,Liver_31-f-9,D10,Liver,9,f,Liver_31-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_31/V350028439_L02_28_1.fq.gz,Liver_31-f-9
Limb_Muscle_26-f-9,P10,VW44,29,Limb_Muscle_26,Limb_Muscle_26-f-9,E10,Limb_Muscle,9,f,Limb_Muscle_26-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_26/V350028439_L02_29_1.fq.gz,Limb_Muscle_26-f-9
MAT_41-m-15,P10,VW44,2,MAT_41,MAT_41-m-15,B9,MAT,15,m,MAT_41-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_41/V350028439_L02_2_1.fq.gz,MAT_41-m-15
SCAT_41-m-12,P10,VW44,30,SCAT_41,SCAT_41-m-12,F10,SCAT,12,m,SCAT_41-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_41/V350028439_L02_30_1.fq.gz,SCAT_41-m-12
Brain_46-m-24,P10,VW44,31,Brain_46,Brain_46-m-24,G10,Brain,24,m,Brain_46-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_46/V350028439_L02_31_1.fq.gz,Brain_46-m-24
Kidney_24-m-12,P10,VW44,3,Kidney_24,Kidney_24-m-12,C9,Kidney,12,m,Kidney_24-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_24/V350028439_L02_3_1.fq.gz,Kidney_24-m-12
Pancreas_31-m-18,P10,VW44,4,Pancreas_31,Pancreas_31-m-18,D9,Pancreas,18,m,Pancreas_31-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_31/V350028439_L02_4_1.fq.gz,Pancreas_31-m-18
