ID,Platte,Library,Barcode,BGI_Sample,ID...6,Location,organ,age,sex,sample_id,Sample_loc,Name
BAT_38-f-15,P9,VW35,1,BAT_38,BAT_38-f-15,A3,BAT,15,f,BAT_38-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_38/V350028354_L02_1_1.fq.gz,BAT_38-f-15
Marrow_17-m-27,P9,VW35,25,Marrow_17,Marrow_17-m-27,A4,Marrow,27,m,Marrow_17-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_17/V350028354_L02_25_1.fq.gz,Marrow_17-m-27
MAT_26-f-9,P9,VW35,26,MAT_26,MAT_26-f-9,B4,MAT,9,f,MAT_26-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_26/V350028354_L02_26_1.fq.gz,MAT_26-f-9
Pancreas_28-f-18,P9,VW35,27,Pancreas_28,Pancreas_28-f-18,C4,Pancreas,18,f,Pancreas_28-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_28/V350028354_L02_27_1.fq.gz,Pancreas_28-f-18
Liver_10-m-21,P9,VW35,28,Liver_10,Liver_10-m-21,D4,Liver,21,m,Liver_10-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_10/V350028354_L02_28_1.fq.gz,Liver_10-m-21
SCAT_26-f-6,P9,VW35,29,SCAT_26,SCAT_26-f-6,E4,SCAT,6,f,SCAT_26-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_26/V350028354_L02_29_1.fq.gz,SCAT_26-f-6
Bone_24-m-15,P9,VW35,2,Bone_24,Bone_24-m-15,B3,Bone,15,m,Bone_24-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_24/V350028354_L02_2_1.fq.gz,Bone_24-m-15
Small_Intestine_14-f-1,P9,VW35,30,Small_Intestine_14,Small_Intestine_14-f-1,F4,Small_Intestine,1,f,Small_Intestine_14-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_14/V350028354_L02_30_1.fq.gz,Small_Intestine_14-f-1
Skin_26-m-18,P9,VW35,31,Skin_26,Skin_26-m-18,G4,Skin,18,m,Skin_26-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_26/V350028354_L02_31_1.fq.gz,Skin_26-m-18
Spleen_15-m-6,P9,VW35,32,Spleen_15,Spleen_15-m-6,H4,Spleen,6,m,Spleen_15-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_15/V350028354_L02_32_1.fq.gz,Spleen_15-m-6
Brain_26-m-27,P9,VW35,3,Brain_26,Brain_26-m-27,C3,Brain,27,m,Brain_26-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_26/V350028354_L02_3_1.fq.gz,Brain_26-m-27
Heart_18-f-18,P9,VW35,4,Heart_18,Heart_18-f-18,D3,Heart,18,f,Heart_18-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_18/V350028354_L02_4_1.fq.gz,Heart_18-f-18
MAT_29-m-9,P9,VW37,13,MAT_29,MAT_29-m-9,E7,MAT,9,m,MAT_29-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_29/V350028354_L03_13_1.fq.gz,MAT_29-m-9
Bone_37-f-21,P9,VW37,14,Bone_37,Bone_37-f-21,F7,Bone,21,f,Bone_37-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_37/V350028354_L03_14_1.fq.gz,Bone_37-f-21
Small_Intestine_16-f-15,P9,VW37,15,Small_Intestine_16,Small_Intestine_16-f-15,G7,Small_Intestine,15,f,Small_Intestine_16-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_16/V350028354_L03_15_1.fq.gz,Small_Intestine_16-f-15
Lung_24-m-27,P9,VW37,16,Lung_24,Lung_24-m-27,H7,Lung,27,m,Lung_24-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_24/V350028354_L03_16_1.fq.gz,Lung_24-m-27
Marrow_15-f-1,P9,VW37,25,Marrow_15,Marrow_15-f-1,A8,Marrow,1,f,Marrow_15-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_15/V350028354_L03_25_1.fq.gz,Marrow_15-f-1
Pancreas_26-m-21,P9,VW37,26,Pancreas_26,Pancreas_26-m-21,B8,Pancreas,21,m,Pancreas_26-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_26/V350028354_L03_26_1.fq.gz,Pancreas_26-m-21
Heart_21-m-24,P9,VW37,27,Heart_21,Heart_21-m-24,C8,Heart,24,m,Heart_21-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_21/V350028354_L03_27_1.fq.gz,Heart_21-m-24
Kidney_15-m-24,P9,VW37,28,Kidney_15,Kidney_15-m-24,D8,Kidney,24,m,Kidney_15-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_15/V350028354_L03_28_1.fq.gz,Kidney_15-m-24
Liver_9-f-15,P9,VW37,29,Liver_09,Liver_9-f-15,E8,Liver,15,f,Liver_9-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_09/V350028354_L03_29_1.fq.gz,Liver_9-f-15
BAT_45-m-18,P9,VW37,2,BAT_45,BAT_45-m-18,B7,BAT,18,m,BAT_45-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_45/V350028354_L03_2_1.fq.gz,BAT_45-m-18
Limb_Muscle_16-m-27,P9,VW37,30,Limb_Muscle_16,Limb_Muscle_16-m-27,F8,Limb_Muscle,27,m,Limb_Muscle_16-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_16/V350028354_L03_30_1.fq.gz,Limb_Muscle_16-m-27
Spleen_14-f-6,P9,VW37,31,Spleen_14,Spleen_14-f-6,G8,Spleen,6,f,Spleen_14-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_14/V350028354_L03_31_1.fq.gz,Spleen_14-f-6
Skin_23-m-1,P9,VW37,32,Skin_23,Skin_23-m-1,H8,Skin,1,m,Skin_23-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_23/V350028354_L03_32_1.fq.gz,Skin_23-m-1
Brain_23-m-24,P9,VW37,3,Brain_23,Brain_23-m-24,C7,Brain,24,m,Brain_23-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_23/V350028354_L03_3_1.fq.gz,Brain_23-m-24
GAT_35-m-21,P9,VW37,4,GAT_35,GAT_35-m-21,D7,GAT,21,m,GAT_35-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_35/V350028354_L03_4_1.fq.gz,GAT_35-m-21
MAT_33-m-27,P9,VW38,13,MAT_33,MAT_33-m-27,E9,MAT,27,m,MAT_33-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_33/V350028354_L04_13_1.fq.gz,MAT_33-m-27
Lung_25-m-21,P9,VW38,14,Lung_25,Lung_25-m-21,F9,Lung,21,m,Lung_25-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_25/V350028354_L04_14_1.fq.gz,Lung_25-m-21
Pancreas_25-m-3,P9,VW38,15,Pancreas_25,Pancreas_25-m-3,G9,Pancreas,3,m,Pancreas_25-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_25/V350028354_L04_15_1.fq.gz,Pancreas_25-m-3
SCAT_39-m-18,P9,VW38,16,SCAT_39,SCAT_39-m-18,H9,SCAT,18,m,SCAT_39-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_39/V350028354_L04_16_1.fq.gz,SCAT_39-m-18
Skin_22-m-3,P9,VW38,25,Skin_22,Skin_22-m-3,A10,Skin,3,m,Skin_22-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_22/V350028354_L04_25_1.fq.gz,Skin_22-m-3
Bone_21-m-24,P9,VW38,26,Bone_21,Bone_21-m-24,B10,Bone,24,m,Bone_21-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_21/V350028354_L04_26_1.fq.gz,Bone_21-m-24
BAT_46-f-18,P9,VW38,27,BAT_46,BAT_46-f-18,C10,BAT,18,f,BAT_46-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_46/V350028354_L04_27_1.fq.gz,BAT_46-f-18
Brain_22-m-15,P9,VW38,28,Brain_22,Brain_22-m-15,D10,Brain,15,m,Brain_22-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_22/V350028354_L04_28_1.fq.gz,Brain_22-m-15
Kidney_14-m-27,P9,VW38,29,Kidney_14,Kidney_14-m-27,E10,Kidney,27,m,Kidney_14-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_14/V350028354_L04_29_1.fq.gz,Kidney_14-m-27
GAT_31-m-1,P9,VW38,2,GAT_31,GAT_31-m-1,B9,GAT,1,m,GAT_31-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_31/V350028354_L04_2_1.fq.gz,GAT_31-m-1
Liver_8-f-3,P9,VW38,30,Liver_08,Liver_8-f-3,F10,Liver,3,f,Liver_8-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_08/V350028354_L04_30_1.fq.gz,Liver_8-f-3
Marrow_14-m-12,P9,VW38,31,Marrow_14,Marrow_14-m-12,G10,Marrow,12,m,Marrow_14-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_14/V350028354_L04_31_1.fq.gz,Marrow_14-m-12
Small_Intestine_17-m-6,P9,VW38,32,Small_Intestine_17,Small_Intestine_17-m-6,H10,Small_Intestine,6,m,Small_Intestine_17-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_17/V350028354_L04_32_1.fq.gz,Small_Intestine_17-m-6
Heart_30-m-21,P9,VW38,3,Heart_30,Heart_30-m-21,C9,Heart,21,m,Heart_30-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_30/V350028354_L04_3_1.fq.gz,Heart_30-m-21
Limb_Muscle_17-m-21,P9,VW38,4,Limb_Muscle_17,Limb_Muscle_17-m-21,D9,Limb_Muscle,21,m,Limb_Muscle_17-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_17/V350028354_L04_4_1.fq.gz,Limb_Muscle_17-m-21
Bone_20-m-18,P7,VW26,13,Bone_20,Bone_20-m-18,E9,Bone,18,m,Bone_20-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_20/V350028356_L01_13_1.fq.gz,Bone_20-m-18
Brain_11-m-21,P7,VW26,15,Brain_11,Brain_11-m-21,G9,Brain,21,m,Brain_11-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_11/V350028356_L01_15_1.fq.gz,Brain_11-m-21
Heart_11-m-18,P7,VW26,16,Heart_11,Heart_11-m-18,H9,Heart,18,m,Heart_11-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_11/V350028356_L01_16_1.fq.gz,Heart_11-m-18
GAT_13-f-6,P7,VW26,1,GAT_13,GAT_13-f-6,A9,GAT,6,f,GAT_13-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_13/V350028356_L01_1_1.fq.gz,GAT_13-f-6
Lung_8-f-9,P7,VW26,25,Lung_08,Lung_8-f-9,A10,Lung,9,f,Lung_8-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_08/V350028356_L01_25_1.fq.gz,Lung_8-f-9
Pancreas_51-m-9,P7,VW26,26,Pancreas_51,Pancreas_51-m-9,B10,Pancreas,9,m,Pancreas_51-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_51/V350028356_L01_26_1.fq.gz,Pancreas_51-m-9
SCAT_18-m-24,P7,VW26,27,SCAT_18,SCAT_18-m-24,C10,SCAT,24,m,SCAT_18-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_18/V350028356_L01_27_1.fq.gz,SCAT_18-m-24
Skin_18-m-3,P7,VW26,28,Skin_18,Skin_18-m-3,D10,Skin,3,m,Skin_18-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_18/V350028356_L01_28_1.fq.gz,Skin_18-m-3
Small_Intestine_23-m-15,P7,VW26,29,Small_Intestine_23,Small_Intestine_23-m-15,E10,Small_Intestine,15,m,Small_Intestine_23-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_23/V350028356_L01_29_1.fq.gz,Small_Intestine_23-m-15
Kidney_1-f-6,P7,VW26,2,Kidney_01,Kidney_1-f-6,B9,Kidney,6,f,Kidney_1-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_01/V350028356_L01_2_1.fq.gz,Kidney_1-f-6
Spleen_31-m-21,P7,VW26,30,Spleen_31,Spleen_31-m-21,F10,Spleen,21,m,Spleen_31-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_31/V350028356_L01_30_1.fq.gz,Spleen_31-m-21
Marrow_41-f-15,P7,VW26,31,Marrow_41,Marrow_41-f-15,G10,Marrow,15,f,Marrow_41-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_41/V350028356_L01_31_1.fq.gz,Marrow_41-f-15
MAT_18-m-6,P7,VW26,32,MAT_18,MAT_18-m-6,H10,MAT,6,m,MAT_18-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_18/V350028356_L01_32_1.fq.gz,MAT_18-m-6
Limb_Muscle_12-f-9,P7,VW26,3,Limb_Muscle_12,Limb_Muscle_12-f-9,C9,Limb_Muscle,9,f,Limb_Muscle_12-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_12/V350028356_L01_3_1.fq.gz,Limb_Muscle_12-f-9
Liver_3-m-9,P7,VW26,4,Liver_05,Liver_3-m-9,D9,Liver,9,m,Liver_3-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_05/V350028356_L01_4_1.fq.gz,Liver_3-m-9
Lung_1-f-9,P7,VW27,13,Lung_01,Lung_1-f-9,E11,Lung,9,f,Lung_1-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_01/V350028356_L02_13_1.fq.gz,Lung_1-f-9
Bone_11-m-24,P7,VW27,16,Bone_11,Bone_11-m-24,H11,Bone,24,m,Bone_11-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_11/V350028356_L02_16_1.fq.gz,Bone_11-m-24
Kidney_3-m-24,P7,VW27,1,Kidney_03,Kidney_3-m-24,A11,Kidney,24,m,Kidney_3-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_03/V350028356_L02_1_1.fq.gz,Kidney_3-m-24
GAT_17-m-3,P7,VW27,25,GAT_17,GAT_17-m-3,A12,GAT,3,m,GAT_17-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_17/V350028356_L02_25_1.fq.gz,GAT_17-m-3
Bone_15-m-15,P7,VW27,26,Bone_15,Bone_15-m-15,B12,Bone,15,m,Bone_15-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_15/V350028356_L02_26_1.fq.gz,Bone_15-m-15
Marrow_42-m-27,P7,VW27,27,Marrow_42,Marrow_42-m-27,C12,Marrow,27,m,Marrow_42-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_42/V350028356_L02_27_1.fq.gz,Marrow_42-m-27
Pancreas_50-f-21,P7,VW27,28,Pancreas_50,Pancreas_50-f-21,D12,Pancreas,21,f,Pancreas_50-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_50/V350028356_L02_28_1.fq.gz,Pancreas_50-f-21
SCAT_17-m-15,P7,VW27,29,SCAT_17,SCAT_17-m-15,E12,SCAT,15,m,SCAT_17-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_17/V350028356_L02_29_1.fq.gz,SCAT_17-m-15
Limb_Muscle_11-m-3,P7,VW27,2,Limb_Muscle_11,Limb_Muscle_11-m-3,B11,Limb_Muscle,3,m,Limb_Muscle_11-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_11/V350028356_L02_2_1.fq.gz,Limb_Muscle_11-m-3
Small_Intestine_22-m-18,P7,VW27,30,Small_Intestine_22,Small_Intestine_22-m-18,F12,Small_Intestine,18,m,Small_Intestine_22-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_22/V350028356_L02_30_1.fq.gz,Small_Intestine_22-m-18
Skin_20-m-3,P7,VW27,31,Skin_20,Skin_20-m-3,G12,Skin,3,m,Skin_20-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_20/V350028356_L02_31_1.fq.gz,Skin_20-m-3
Spleen_32-m-18,P7,VW27,32,Spleen_32,Spleen_32-m-18,H12,Spleen,18,m,Spleen_32-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_32/V350028356_L02_32_1.fq.gz,Spleen_32-m-18
Liver_6-f-3,P7,VW27,3,Liver_06,Liver_6-f-3,C11,Liver,3,f,Liver_6-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_06/V350028356_L02_3_1.fq.gz,Liver_6-f-3
Heart_10-m-21,P7,VW27,4,Heart_10,Heart_10-m-21,D11,Heart,21,m,Heart_10-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_10/V350028356_L02_4_1.fq.gz,Heart_10-m-21
Heart_56-m-6,P8,VW28,13,Heart_56,Heart_56-m-6,E1,Heart,6,m,Heart_56-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_56/V350028356_L03_13_1.fq.gz,Heart_56-m-6
SCAT_55-f-15,P8,VW28,14,SCAT_55,SCAT_55-f-15,F1,SCAT,15,f,SCAT_55-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_55/V350028356_L03_14_1.fq.gz,SCAT_55-f-15
Skin_47-m-15,P8,VW28,15,Skin_47,Skin_47-m-15,G1,Skin,15,m,Skin_47-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_47/V350028356_L03_15_1.fq.gz,Skin_47-m-15
Spleen_49-f-21,P8,VW28,1,Spleen_49,Spleen_49-f-21,A1,Spleen,21,f,Spleen_49-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_49/V350028356_L03_1_1.fq.gz,Spleen_49-f-21
Marrow_54-m-24,P8,VW28,26,Marrow_54,Marrow_54-m-24,B2,Marrow,24,m,Marrow_54-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_54/V350028356_L03_26_1.fq.gz,Marrow_54-m-24
Lung_49-m-18,P8,VW28,27,Lung_49,Lung_49-m-18,C2,Lung,18,m,Lung_49-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_49/V350028356_L03_27_1.fq.gz,Lung_49-m-18
GAT_36-f-3,P8,VW28,28,GAT_36,GAT_36-f-3,D2,GAT,3,f,GAT_36-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_36/V350028356_L03_28_1.fq.gz,GAT_36-f-3
Brain_16-m-1,P8,VW28,29,Brain_16,Brain_16-m-1,E2,Brain,1,m,Brain_16-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_16/V350028356_L03_29_1.fq.gz,Brain_16-m-1
Bone_51-m-12,P8,VW28,31,Bone_51,Bone_51-m-12,G2,Bone,12,m,Bone_51-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_51/V350028356_L03_31_1.fq.gz,Bone_51-m-12
Kidney_32-f-3,P8,VW28,32,Kidney_32,Kidney_32-f-3,H2,Kidney,3,f,Kidney_32-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_32/V350028356_L03_32_1.fq.gz,Kidney_32-f-3
Liver_51-m-1,P8,VW28,3,Liver_51,Liver_51-m-1,C1,Liver,1,m,Liver_51-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_51/V350028356_L03_3_1.fq.gz,Liver_51-m-1
Limb_Muscle_47-m-1,P8,VW28,4,Limb_Muscle_47,Limb_Muscle_47-m-1,D1,Limb_Muscle,1,m,Limb_Muscle_47-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_47/V350028356_L03_4_1.fq.gz,Limb_Muscle_47-m-1
Limb_Muscle_46-m-9,P8,VW29,13,Limb_Muscle_46,Limb_Muscle_46-m-9,E3,Limb_Muscle,9,m,Limb_Muscle_46-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_46/V350028356_L04_13_1.fq.gz,Limb_Muscle_46-m-9
Heart_55-m-12,P8,VW29,14,Heart_55,Heart_55-m-12,F3,Heart,12,m,Heart_55-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_55/V350028356_L04_14_1.fq.gz,Heart_55-m-12
Brain_17-m-3,P8,VW29,15,Brain_17,Brain_17-m-3,G3,Brain,3,m,Brain_17-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_17/V350028356_L04_15_1.fq.gz,Brain_17-m-3
BAT_30-m-27,P8,VW29,16,BAT_30,BAT_30-m-27,H3,BAT,27,m,BAT_30-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_30/V350028356_L04_16_1.fq.gz,BAT_30-m-27
Marrow_53-m-3,P8,VW29,1,Marrow_53,Marrow_53-m-3,A3,Marrow,3,m,Marrow_53-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_53/V350028356_L04_1_1.fq.gz,Marrow_53-m-3
MAT_49-f-12,P8,VW29,26,MAT_49,MAT_49-f-12,B4,MAT,12,f,MAT_49-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_49/V350028356_L04_26_1.fq.gz,MAT_49-f-12
Liver_52-m-12,P8,VW29,27,Liver_52,Liver_52-m-12,C4,Liver,12,m,Liver_52-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_52/V350028356_L04_27_1.fq.gz,Liver_52-m-12
Small_Intestine_51-m-9,P8,VW29,28,Small_Intestine_51,Small_Intestine_51-m-9,D4,Small_Intestine,9,m,Small_Intestine_51-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_51/V350028356_L04_28_1.fq.gz,Small_Intestine_51-m-9
Pancreas_46-f-3,P8,VW29,29,Pancreas_46,Pancreas_46-f-3,E4,Pancreas,3,f,Pancreas_46-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_46/V350028356_L04_29_1.fq.gz,Pancreas_46-f-3
Lung_50-m-24,P8,VW29,2,Lung_50,Lung_50-m-24,B3,Lung,24,m,Lung_50-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_50/V350028356_L04_2_1.fq.gz,Lung_50-m-24
Kidney_35-f-21,P8,VW29,30,Kidney_35,Kidney_35-f-21,F4,Kidney,21,f,Kidney_35-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_35/V350028356_L04_30_1.fq.gz,Kidney_35-f-21
GAT_49-f-3,P8,VW29,31,GAT_49,GAT_49-f-3,G4,GAT,3,f,GAT_49-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_49/V350028356_L04_31_1.fq.gz,GAT_49-f-3
Bone_53-m-3,P8,VW29,32,Bone_53,Bone_53-m-3,H4,Bone,3,m,Bone_53-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_53/V350028356_L04_32_1.fq.gz,Bone_53-m-3
Spleen_50-m-12,P8,VW29,3,Spleen_50,Spleen_50-m-12,C3,Spleen,12,m,Spleen_50-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_50/V350028356_L04_3_1.fq.gz,Spleen_50-m-12
SCAT_53-m-9,P8,VW29,4,SCAT_53,SCAT_53-m-9,D3,SCAT,9,m,SCAT_53-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_53/V350028356_L04_4_1.fq.gz,SCAT_53-m-9
Brain_44-m-18,P12,VW53,13,Brain_44,Brain_44-m-18,E3,Brain,18,m,Brain_44-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_44/V350028372_L01_13_1.fq.gz,Brain_44-m-18
Liver_50-m-6,P12,VW53,14,Liver_50,Liver_50-m-6,F3,Liver,6,m,Liver_50-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_50/V350028372_L01_14_1.fq.gz,Liver_50-m-6
